pincode,latitude,longitude,city,state
121106,27.9230213165283,77.3679656982421,Hodal,Haryana
122001,28.4637298583984,77.03789933522538,Gurugram,Haryana
122002,28.503161324395023,77.0192464192708,Gurgaon,Haryana
122003,28.452026639665842,77.06576756068634,Gurugram,Haryana
122004,28.396722793579052,76.9612884521484,Gurgaon,Haryana
122006,28.4958705902099,77.0117034912109,Gurugram,Haryana
122007,28.446258544921832,77.02946980794268,Gurgaon,Haryana
122008,28.4855918884277,77.0920715332031,Gurgaon,Haryana
122009,28.455159187316852,77.08753967285155,Gurugram,Haryana
122011,28.43413696289058,77.09428405761714,Gurgaon,Haryana
122017,28.507648468017525,77.03732681274413,Gurgaon,Haryana
122018,28.416348457336376,77.04996490478511,Gurgaon,Haryana
122022,28.4787616729736,77.0166473388671,Gurgaon,Haryana
122050,28.398050785064648,76.94918823242182,Manesar,Haryana
122051,28.515076319376565,76.65545145670566,Gurugram,Haryana
122101,28.40455722808835,77.0375595092773,Gurgaon,Haryana
122102,28.4250812530517,77.1056518554687,Gurugram,Haryana
122103,28.2444791793823,77.07110977172849,Gurugram,Haryana
122104,27.7905406951904,76.94975789388018,Ferozepur Jhirka,Haryana
122105,28.2085590362548,76.9493255615234,Tauru,Haryana
122107,28.09055519104,77.0038909912109,Nalhar,Nuh
122413,28.4308395385742,77.075927734375,Gurgaon,Delhi
122505,28.4212379455566,76.9154510498046,Gurugram,Haryana
122506,28.4462585449218,76.83154296875,Gurugram,Haryana
123001,28.05210685729976,76.10699768066402,Narnaul,Haryana
123021,28.1022033691406,76.2484054565429,Ateli,Haryana
123023,27.9353008270263,76.0673828125,Narnaul,Haryana
123027,28.335708618164,76.3063049316406,Kanina,Haryana
